id	en	zh	source	count	chapters	category	reason
1251	excited utterance	激动言辞	textbook	1	4	review-rare	单次出现，待判偶发/案例道具词
1252	ancient documents	古文书	textbook	1	4	review-rare	单次出现，待判偶发/案例道具词
1253	learned treatises	权威学术论著	textbook	1	4	review-rare	单次出现，待判偶发/案例道具词
1257	fruit of the poisonous tree	毒树之果	textbook	1	4	review-rare	单次出现，待判偶发/案例道具词
1258	junk science	垃圾科学	textbook	1	4	review-rare	单次出现，待判偶发/案例道具词
1272	adversariness	对抗性	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1279	LSAT	法学院入学考试	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1281	administrative remedy	行政救济	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1282	undue hardship	过度困难	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1285	judicial remedy	司法救济	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1288	legal limitations	限制	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1291	diversity of citizenship	异州籍	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1294	suit in rem	对物诉讼	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1295	personal jurisdiction	对人管辖权	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1297	judgment in personum	对人判决	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1298	minimum contacts	最低限度联系	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1302	quasi-in-rem jurisdiction	准对物管辖权	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1304	pretrial motion	审前动议	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1305	venue statute	审判地制定法	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1306	forum non conveniens	不方便审理的法院	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1312	forum shop	选择法院	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1313	forum state	法院地州	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1316	internal law	内国法	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1318	procedural matter	程序事项	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1319	substantive matter	实体事项	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1320	full faith and credit	充分信任和尊重	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1321	equity decree	衡平法令	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1322	obiter dictum	附带意见	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1323	ratio decidendi	判决理由	textbook	1	5	review-rare	单次出现，待判偶发/案例道具词
1324	equal protection of the law	法律平等保护	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1325	judiciary act	司法法	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1328	original action	初审诉讼	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1330	advisory opinion	咨询意见	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1331	case or controversy	案件或争议	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1335	in forma pauperis	贫民身份	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1342	moderate originalism	温和原旨主义	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1346	living constitution	活宪法	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1347	constitutional doctrine	主要宪法原则	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1351	eleventh amendment	第十一修正案	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1353	presentment clause	送呈条款	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1356	due process of law clause	正当法律程序条款	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1358	amendment	修正案	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1363	due process plus	正当程序附加	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1367	marketplace of ideas	思想市场	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1370	clear and present danger test	明显而即刻的危险检验	textbook	1	6	review-rare	单次出现，待判偶发/案例道具词
1379	juvenile justice system	少年司法制度	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1383	victimless crimes	无被害人犯罪	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1385	loving v. virginia	洛文诉弗吉尼亚州案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1386	lawrence v. texas	劳伦斯诉得克萨斯州案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1387	phalen v. virginia	菲伦诉弗吉尼亚州案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1390	criminal punishment	刑事惩罚	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1391	crimes of omission	不作为犯	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1392	crimes of commission	作为犯	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1396	criminal negligence	刑事过失	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1399	insanity defense	精神错乱抗辩	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1404	but for	若无	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1405	direct causation	直接原因	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1406	manslaughter	过失杀人	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1407	assault with a deadly weapon	持致命武器攻击	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1409	principals of the first and second degrees	一级和二级主犯	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1410	accessories before and after the fact	事前从犯与事后从犯	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1412	accessory before the fact	事前从犯	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1414	conspiracy	共谋	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1415	criminal penalty	刑事处罚	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1416	penal codes	刑法典	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1419	choice of evils	紧急避险	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1421	standard of proof	证明标准	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1423	connally v. general construction co.	康纳利诉通用建筑公司案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1424	roper v. simmons	罗珀诉西蒙斯案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1428	general warrants	通用搜查证	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1441	city of indianapolis v. edmonds	印第安纳波利斯市诉埃德蒙兹案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1445	olmstead v. united states	奥姆斯特德诉美国案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1449	hudson v. michigan	哈德森诉密歇根州案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1450	georgia v. randolph	佐治亚州诉伦道夫案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1451	riley v. california	莱利诉加利福尼亚州案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1469	powell v. alabama	鲍威尔诉亚拉巴马州案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1470	dickerson v. united states	迪克森诉美国案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1471	missouri v. seibert	密苏里州诉塞伯特案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1472	missouri v. mcneely	密苏里州诉麦克尼利案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1473	united states v. wade	美国诉韦德案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1476	theories of punishment	刑罚理论	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1478	lex talionis	同态复仇法	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1479	types of punishment	刑罚种类	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1480	probation officer	缓刑官	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1481	suspended sentence	暂缓监禁	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1483	parole officer	假释官	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1486	determinate sentencing	确定量刑	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1487	prisoners' rights	囚犯权利	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1488	writs of habeas corpus	人身保护令状	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1490	county jail blues	县看守所蓝调	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1491	friedman v. kennard	弗里德曼诉肯纳德案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1494	other issues	其他问题	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1495	greenholtz v. inmates of nebraska penal and correctional complex	格林霍尔茨诉内布拉斯加监狱案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1496	ruffin v. commonwealth	拉芬诉弗吉尼亚州案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1497	holt v. sarver	霍尔特诉萨弗案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1498	trop v. dulles	特罗普诉达勒斯案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1499	turner v. safley	特纳诉萨弗利案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1500	johnson v. avery	约翰逊诉艾弗里案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1501	younger v. gilmore	扬格诉吉尔摩案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1502	hope v. pelzer	霍普诉佩尔泽案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1503	furman v. georgia	弗曼诉佐治亚州案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1504	gregg v. georgia	格雷格诉佐治亚州案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1506	batson v. kentucky	巴特森诉肯塔基州案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1507	juvenile justice	少年司法	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1508	patria potestas	家父权	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1516	treatment	改造	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1517	life without parole	不得假释的终身监禁	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1518	graham v. florida	格雷厄姆诉佛罗里达州案	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1519	incapacitation	隔离	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1520	two case studies in criminal law	刑法中的两个案例研究	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1522	habitual offender statute	累犯制定法	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1524	habitual offender	累犯	textbook	1	7	review-rare	单次出现，待判偶发/案例道具词
1535	authorization statute	授权制定法	textbook	1	8	review-rare	单次出现，待判偶发/案例道具词
1537	legislative veto	立法否决	textbook	1	8	review-rare	单次出现，待判偶发/案例道具词
1539	schechter poultry co. v. united states	谢克特家禽公司诉美国案	textbook	1	8	review-rare	单次出现，待判偶发/案例道具词
1540	rulemaking authority	规则制定权	textbook	1	8	review-rare	单次出现，待判偶发/案例道具词
1545	rule enforcement	规则执行	textbook	1	8	review-rare	单次出现，待判偶发/案例道具词
1549	regulation and corporate responsibility	管制与公司责任	textbook	1	8	review-rare	单次出现，待判偶发/案例道具词
1551	marshall v. barlow's inc.	马歇尔诉巴洛案	textbook	1	8	review-rare	单次出现，待判偶发/案例道具词
1552	administrative adjudication	行政裁判	textbook	1	8	review-rare	单次出现，待判偶发/案例道具词
1553	administrative law judge	行政法官	textbook	1	8	review-rare	单次出现，待判偶发/案例道具词
1557	judicial review and administrative law	司法审查与行政法	textbook	1	8	review-rare	单次出现，待判偶发/案例道具词
1560	preclusion of judicial review	排除司法审查	textbook	1	8	review-rare	单次出现，待判偶发/案例道具词
1568	exhaustion of patience	耐心耗尽	textbook	1	8	review-rare	单次出现，待判偶发/案例道具词
1573	governmental agencies	行政机关	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1574	environmental protection agency, epa	环境保护署	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1575	environmental impact statements	环境影响报告书	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1576	litigation	诉讼	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1577	environmental legislation	环境立法	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1578	environmental law jurisprudence	环境法法理学	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1579	legal relations	法律关系	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1580	common law and the environment	普通法与环境	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1583	negligent nuisance	过失妨害	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1584	reckless nuisance	轻率妨害	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1587	money damages	金钱损害赔偿	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1588	peace of the realm	王国安宁	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1589	clean air act, caa	清洁空气法	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1591	national ambient air quality standards, naaqss	国家环境空气质量标准	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1592	state implementation plan, sip	州实施计划	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1593	federal implementation plan, fip	联邦实施计划	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1594	notice of violation, nov	违法通知	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1595	administrative procedure act, apa	行政程序法	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1597	nonattainment	未达标	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1598	best available control measures, bacm	最佳可得控制措施	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1600	endangered species act, esa	濒危物种法	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1602	snail darter	蜗牛镖鲈	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1603	tva v. hill	田纳西流域管理局诉希尔案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1606	andrus v. allard	安德鲁斯诉阿拉德案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1607	issues of environmental law	环境法的重要问题	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1608	sierra club v. morton	塞拉俱乐部诉莫顿案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1610	lujan v. defenders of wildlife	卢汉诉野生动物保护者案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1611	case and controversy	案件与争议	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1612	bennett v. spear	贝内特诉斯皮尔案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1613	private attorneys general	私人检察总长	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1615	plain language	字面含义	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1616	mugler v. kansas	马格勒诉堪萨斯州案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1617	village of euclid v. ambler realty co.	欧几里得村诉安布勒房地产公司案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1618	penn central transportation co. v. new york city	宾州中央运输公司诉纽约市案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1619	barrett v. new york	巴雷特诉纽约州案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1620	miller v. schoene	米勒诉舍恩案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1622	lucas v. south carolina coastal council	卢卡斯诉南卡罗来纳州海岸委员会案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1623	dolan v. city of tigard	多兰诉蒂加德市案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1624	unconstitutional conditions	违宪条件	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1627	tahoe-sierra preservation council, inc. v. tahoe regional planning agency	太浩—塞拉保护委员会诉太浩区域规划署案	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1628	two case studies in environmental law	环境法案例研究两则	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1631	clean water act, cwa	清洁水法	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1633	use by the public	公众使用	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
1634	for public use	公用	textbook	1	9	review-rare	单次出现，待判偶发/案例道具词
7	real property	不动产	textbook	13	1,2,11,12,13	same-zh	与id291/id357同译“不动产”分散
16	contract	合同；契约	textbook	170	1,2,5,11,12,13,14	same-zh	与id219同译“合同”分散
34	civil action	民事诉讼	textbook	6	1,7,9	same-zh	与id879同译“民事诉讼”分散
45	assault	殴击；威胁	textbook	10	1,2,10	same-zh	与id91同译“殴击”分散
68	monetary damages	金钱损害赔偿	textbook	3	10,11	same-zh	与id1587同译“金钱损害赔偿”分散
69	negligence	过失	textbook	33	4,10	same-zh	与id85同译“过失”分散
85	negligent	过失	textbook	2	10	same-zh	与id69同译“过失”分散
90	intentional tort	故意侵权行为	textbook	14	10	same-zh	与id102同译“故意侵权行为”分散
91	battery	殴击	textbook	7	10	same-zh	与id45同译“殴击”分散
95	right to privacy	隐私权	textbook	2	10,12	same-zh	与id1338同译“隐私权”分散
112	warranty	担保	textbook	12	10,11,12	same-zh	与id294同译“担保”分散
119	enforce	强制执行	textbook	6	11	same-zh	与id240同译“强制执行”分散
120	agreement	协议	textbook	38	11,12,13,14	same-zh	与id188同译“协议”分散
121	promise	允诺	textbook	12	11,12	same-zh	与id252同译“允诺”分散
122	remedy	救济	textbook	33	2,5,9,11	same-zh	与id242/id312同译“救济”分散
132	administrative agency	行政机关	textbook	2	11	same-zh	与id1573同译“行政机关”分散
136	commercial transaction	商事交易	textbook	6	11	same-zh	与id170同译“商事交易”分散
151	void	无效	textbook	12	11,12,13	same-zh	与id241同译“无效”分散
154	breach of contract	违反合同	textbook	10	3,11	same-zh	与id247同译“违反合同”分散
156	disaffirm	撤销	textbook	2	11	same-zh	与id216同译“撤销”分散
160	legal capacity	行为能力	textbook	8	11,13	same-zh	与id172/id180/id183/id185同译“行为能力”分散
163	consideration	对价	textbook	18	11,12	same-zh	与id221同译“对价”分散
165	genuine assent	真实合意	textbook	2	11	same-zh	与id186同译“真实合意”分散
170	business transaction	商事交易	textbook	3	11	same-zh	与id136同译“商事交易”分散
171	shareholder	股东	textbook	8	11	same-zh	与id333同译“股东”分散
173	infant	未成年人	textbook	2	11	same-zh	与id174/id1402同译“未成年人”分散
174	minor	未成年人	textbook	8	11	same-zh	与id173/id1402同译“未成年人”分散
180	capacity	行为能力	textbook	2	11	same-zh	与id160/id172/id183/id185同译“行为能力”分散
184	contractual obligation	合同义务	textbook	3	11	same-zh	与id127/id230同译“合同义务”分散
186	mutual assent	真实合意；合意	textbook	13	11,13	same-zh	与id165同译“真实合意”分散
216	revocation	撤销	textbook	2	11	same-zh	与id156同译“撤销”分散
225	obligor	债务人；义务人	textbook	4	11,13	same-zh	与id456同译“债务人”分散
226	assign	转让	textbook	4	11,12	same-zh	与id227/id228/id388同译“转让”分散
227	assignment	转让	textbook	2	11	same-zh	与id226/id228/id388同译“转让”分散
232	repudiation	拒绝履行	textbook	4	11	same-zh	与id234同译“拒绝履行”分散
240	enforceable	强制执行	textbook	3	11	same-zh	与id119同译“强制执行”分散
241	nullify	无效	textbook	2	11	same-zh	与id151同译“无效”分散
247	breach	违反合同；违反；违约	textbook	7	2,11	same-zh	与id154同译“违反合同”分散
261	uniform commercial code, UCC	统一商法典	textbook	2	11	same-zh	与id267/id271同译“统一商法典”分散
271	UCC	统一商法典	textbook	21	11,12	same-zh	与id261/id267同译“统一商法典”分散
283	personal property	动产	textbook	10	11,12	same-zh	与id360/id460/id549同译“动产”分散
288	goods	货物	textbook	2	11	same-zh	与id303同译“货物”分散
291	realty	不动产	textbook	8	11,12	same-zh	与id7/id357同译“不动产”分散
294	warrant	担保；保证；搜查证；逮捕证	textbook	20	7,8,11,12	same-zh	与id112同译“担保”分散
295	title	所有权	textbook	30	11,12	same-zh	与id296/id373同译“所有权”分散
296	ownership	所有权	textbook	4	11,12,13	same-zh	与id295/id373同译“所有权”分散
297	guarantee	保证	textbook	2	11,12	same-zh	与id259/id293同译“保证”分散
308	general welfare	公共福利	textbook	2	11,12	same-zh	与id440同译“公共福利”分散
316	unconscionable	显失公平	textbook	2	11	same-zh	与id317/id318同译“显失公平”分散
317	unconscionability	显失公平	textbook	2	11	same-zh	与id316/id318同译“显失公平”分散
333	stockholder	股东	textbook	3	11	same-zh	与id171同译“股东”分散
369	fee simple estate	非限嗣继承地产权	textbook	7	12	same-zh	与id371同译“非限嗣继承地产权”分散
384	fee tail estate	限嗣继承地产权	textbook	2	12	same-zh	与id390同译“限嗣继承地产权”分散
388	conveyance	转让	textbook	4	12	same-zh	与id226/id227/id228同译“转让”分散
390	fee tail	限嗣继承地产权	textbook	5	12	same-zh	与id384同译“限嗣继承地产权”分散
401	judgment	判决	textbook	19	12,13	same-zh	与id852同译“判决”分散
434	public use	公用	textbook	4	9,12	same-zh	与id1634同译“公用”分散
442	foreclosure	止赎	textbook	2	12	same-zh	与id457同译“止赎”分散
449	record	登记；记录	textbook	5	12,13	same-zh	与id402/id613同译“登记”分散
456	debtor	债务人	textbook	2	12	same-zh	与id225同译“债务人”分散
460	personalty	动产	textbook	3	12	same-zh	与id283/id360/id549同译“动产”分散
465	intestate succession	无遗嘱继承	textbook	3	12	same-zh	与id468同译“无遗嘱继承”分散
476	probate	遗嘱检验；遗嘱认证	textbook	8	2,5,12	same-zh	与id1012同译“遗嘱检验”分散
487	corpus	本金	textbook	2	12	same-zh	与id488同译“本金”分散
488	principal	本金；主犯	textbook	5	7,12	same-zh	与id487同译“本金”分散
519	lawsuit	诉讼	textbook	27	2,13,14	same-zh	与id1576同译“诉讼”分散
521	dissolution	解除	textbook	18	13	same-zh	与id157同译“解除”分散
541	property division	财产分割	textbook	11	13	same-zh	与id696同译“财产分割”分散
547	jurisdiction	司法管辖权；司法辖区；管辖权；法域；管辖	textbook	59	2,3,4,5,6,7,8,13,14	same-zh	与id1289同译“司法管辖权”分散
549	chattel	动产	textbook	2	5,13	same-zh	与id283/id360/id460同译“动产”分散
602	approval	批准	textbook	8	13	same-zh	与id790同译“批准”分散
613	register	登记	textbook	2	13	same-zh	与id402/id449同译“登记”分散
616	federalism	联邦制	textbook	15	3,6,13	same-zh	与id1654同译“联邦制”分散
621	dissent	异议	textbook	13	13	same-zh	与id1164同译“异议”分散
670	trial	审判	textbook	3	13,14	same-zh	与id1090同译“审判”分散
674	marital property	婚姻财产	textbook	7	13	same-zh	与id418同译“婚姻财产”分散
681	settlement	和解	textbook	6	4,13	same-zh	与id1135/id1235同译“和解”分散
696	property settlement	财产分割	textbook	3	13	same-zh	与id541同译“财产分割”分散
729	contempt of court	藐视法庭	textbook	4	2,4,13	same-zh	与id1149同译“藐视法庭”分散
798	capital punishment	死刑	textbook	5	7,14	same-zh	与id889同译“死刑”分散
808	indigent	贫困	textbook	2	14	same-zh	与id881同译“贫困”分散
828	penalty	刑罚	textbook	17	7,14	same-zh	与id951同译“刑罚”分散
852	decision	判决	textbook	4	3,14	same-zh	与id401同译“判决”分散
879	civil suit	民事诉讼	textbook	4	7,9,14	same-zh	与id34同译“民事诉讼”分散
889	death penalty	死刑；强制死刑	textbook	25	2,7	same-zh	与id798同译“死刑”分散
909	oath	宣誓	textbook	4	2,4	same-zh	与id1245同译“宣誓”分散
931	freedom of speech	言论自由	textbook	13	2,3,6	same-zh	与id1106同译“言论自由”分散
941	bar association	律师协会	textbook	3	2	same-zh	与id1043同译“律师协会”分散
951	punishment	刑罚	textbook	25	3,7	same-zh	与id828同译“刑罚”分散
968	confirmation	确认	textbook	2	3	same-zh	与id1051/id1229同译“确认”分散
1034	moot	无实际意义	textbook	2	3,6	same-zh	与id1275同译“无实际意义”分散
1087	impeachment	弹劾	textbook	3	3,5	same-zh	与id1098同译“弹劾”分散
1095	reprimand	公开申斥	textbook	2	3	same-zh	与id1111同译“公开申斥”分散
1096	censure	谴责	textbook	2	3	same-zh	与id1085同译“谴责”分散
1098	impeach	弹劾	textbook	6	3,4,6	same-zh	与id1087同译“弹劾”分散
1128	alternative dispute resolution	替代性纠纷解决	textbook	4	4	same-zh	与id680同译“替代性纠纷解决”分散
1135	settle	和解	textbook	2	4	same-zh	与id681/id1235同译“和解”分散
1138	service	送达	textbook	3	4	same-zh	与id663/id1176同译“送达”分散
1147	cross-examination	交叉询问	textbook	11	4	same-zh	与id1555同译“交叉询问”分散
1149	contempt	藐视法庭	textbook	5	4	same-zh	与id729同译“藐视法庭”分散
1162	preponderance of the evidence	证据优势	textbook	3	4,9	same-zh	与id1215/id1422同译“证据优势”分散
1164	objection	异议	textbook	7	4	same-zh	与id621同译“异议”分散
1176	serve	送达	textbook	5	4	same-zh	与id663/id1138同译“送达”分散
1191	magistrate	治安法官	textbook	9	4	same-zh	与id1001/id1660同译“治安法官”分散
1204	indictment	起诉；大陪审团起诉	textbook	6	4,7	same-zh	与id1209同译“起诉”分散
1216	reasonable doubt	合理怀疑	textbook	2	4	same-zh	与id1439同译“合理怀疑”分散
1218	sequester	隔离	textbook	2	4	same-zh	与id1519同译“隔离”分散
1254	probative	证明力	textbook	2	4	same-zh	与id1238同译“证明力”分散
1260	limitation	限制；时效	textbook	4	5	same-zh	与id1288同译“限制”分散
1262	appellate court	上诉法院	textbook	2	3,5	same-zh	与id1009/id1125同译“上诉法院”分散
1275	mootness	无实际意义	textbook	20	5,8	same-zh	与id1034同译“无实际意义”分散
1277	adversary system	对抗制	textbook	2	5	same-zh	与id901/id935同译“对抗制”分散
1289	judicial jurisdiction	司法管辖权	textbook	2	5	same-zh	与id547同译“司法管辖权”分散
1292	in personum jurisdiction	对人管辖权	textbook	4	5	same-zh	与id1295同译“对人管辖权”分散
1326	writ of mandamus	执行职务令	textbook	2	6,8	same-zh	与id1327同译“执行职务令”分散
1327	mandamus	执行职务令	textbook	8	6	same-zh	与id1326同译“执行职务令”分散
1338	right of privacy	隐私权	textbook	2	6	same-zh	与id95同译“隐私权”分散
1384	criminal liability	刑事责任	textbook	12	7	same-zh	与id1417同译“刑事责任”分散
1398	legal defense	法定抗辩；法律抗辩	textbook	2	7	same-zh	与id1418同译“法定抗辩”分散
1417	criminal responsibility	刑事责任	textbook	2	7	same-zh	与id1384同译“刑事责任”分散
1418	statutory defenses	法定抗辩	textbook	2	7	same-zh	与id1398同译“法定抗辩”分散
1422	preponderance of evidence	证据优势	textbook	2	7	same-zh	与id1162/id1215同译“证据优势”分散
1439	reasonable suspicion	合理怀疑	textbook	6	7	same-zh	与id1216同译“合理怀疑”分散
1477	rehabilitation	改造	textbook	6	7	same-zh	与id1516同译“改造”分散
1555	cross-examine	交叉询问	textbook	2	8	same-zh	与id1147同译“交叉询问”分散
1590	epa	环境保护署	textbook	12	9	same-zh	与id1574同译“环境保护署”分散
1601	taking	猎取；征收	textbook	38	9	same-zh	与id1605同译“猎取”分散
1654	federal system	联邦制	manual	5	1,4,6	same-zh	与id616同译“联邦制”分散
1660	justice of the peace	治安法官	manual	3	3,5	same-zh	与id1001/id1191同译“治安法官”分散
